Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry,Date,Settle Price,Strike Price,Expiry
06-Mar-2017,601,9000,28-Dec-2017,06-Mar-2017,163.35,10000,28-Dec-2017,06-Mar-2017,33,11000,28-Dec-2017,,,,,,,,,,,,,06-Mar-2017,278.35,9000,29-Jun-2017,06-Mar-2017,19.05,10000,29-Jun-2017,06-Mar-2017,0.3,11000,29-Jun-2017,09-Mar-2017,101.15,9000,30-Mar-2017,09-Mar-2017,0.95,10000,30-Mar-2017,,,,
07-Mar-2017,592,9000,28-Dec-2017,07-Mar-2017,164.3,10000,28-Dec-2017,07-Mar-2017,34.5,11000,28-Dec-2017,,,,,,,,,,,,,07-Mar-2017,273.55,9000,29-Jun-2017,07-Mar-2017,18.75,10000,29-Jun-2017,07-Mar-2017,0.2,11000,29-Jun-2017,10-Mar-2017,95.55,9000,30-Mar-2017,10-Mar-2017,0.9,10000,30-Mar-2017,,,,
08-Mar-2017,581.1,9000,28-Dec-2017,08-Mar-2017,156,10000,28-Dec-2017,08-Mar-2017,29,11000,28-Dec-2017,,,,,,,,,,,,,08-Mar-2017,267.8,9000,29-Jun-2017,08-Mar-2017,19.5,10000,29-Jun-2017,08-Mar-2017,0.1,11000,29-Jun-2017,14-Mar-2017,145.25,9000,30-Mar-2017,14-Mar-2017,0.6,10000,30-Mar-2017,,,,
09-Mar-2017,578.65,9000,28-Dec-2017,09-Mar-2017,157.9,10000,28-Dec-2017,09-Mar-2017,31.1,11000,28-Dec-2017,,,,,,,,,,,,,09-Mar-2017,265.25,9000,29-Jun-2017,09-Mar-2017,19.5,10000,29-Jun-2017,09-Mar-2017,0.1,11000,29-Jun-2017,15-Mar-2017,150.2,9000,30-Mar-2017,15-Mar-2017,0.5,10000,30-Mar-2017,,,,
10-Mar-2017,571.35,9000,28-Dec-2017,10-Mar-2017,156.7,10000,28-Dec-2017,10-Mar-2017,30,11000,28-Dec-2017,,,,,,,,,,,,,10-Mar-2017,255,9000,29-Jun-2017,10-Mar-2017,20,10000,29-Jun-2017,10-Mar-2017,0.05,11000,29-Jun-2017,16-Mar-2017,193.7,9000,30-Mar-2017,16-Mar-2017,0.5,10000,30-Mar-2017,,,,
14-Mar-2017,663.4,9000,28-Dec-2017,14-Mar-2017,184.95,10000,28-Dec-2017,14-Mar-2017,35.85,11000,28-Dec-2017,,,,,,,,,,,,,14-Mar-2017,332.6,9000,29-Jun-2017,14-Mar-2017,24.25,10000,29-Jun-2017,14-Mar-2017,1.2,11000,29-Jun-2017,17-Mar-2017,189.1,9000,30-Mar-2017,17-Mar-2017,0.5,10000,30-Mar-2017,,,,
15-Mar-2017,669.2,9000,28-Dec-2017,15-Mar-2017,188.45,10000,28-Dec-2017,15-Mar-2017,33.15,11000,28-Dec-2017,,,,,,,,,,,,,15-Mar-2017,345.95,9000,29-Jun-2017,15-Mar-2017,26.1,10000,29-Jun-2017,15-Mar-2017,2,11000,29-Jun-2017,20-Mar-2017,169.8,9000,30-Mar-2017,20-Mar-2017,0.4,10000,30-Mar-2017,,,,
16-Mar-2017,708.85,9000,28-Dec-2017,16-Mar-2017,202.55,10000,28-Dec-2017,16-Mar-2017,33.3,11000,28-Dec-2017,,,,,,,,,,,,,16-Mar-2017,389.7,9000,29-Jun-2017,16-Mar-2017,32,10000,29-Jun-2017,16-Mar-2017,5,11000,29-Jun-2017,21-Mar-2017,159.55,9000,30-Mar-2017,21-Mar-2017,0.4,10000,30-Mar-2017,,,,
17-Mar-2017,703.45,9000,28-Dec-2017,17-Mar-2017,196.2,10000,28-Dec-2017,17-Mar-2017,33.5,11000,28-Dec-2017,,,,,,,,,,,,,17-Mar-2017,397.8,9000,29-Jun-2017,17-Mar-2017,32,10000,29-Jun-2017,17-Mar-2017,5.85,11000,29-Jun-2017,22-Mar-2017,90.6,9000,30-Mar-2017,22-Mar-2017,0.4,10000,30-Mar-2017,,,,
20-Mar-2017,690.9,9000,28-Dec-2017,20-Mar-2017,195.45,10000,28-Dec-2017,20-Mar-2017,43.15,11000,28-Dec-2017,,,,,,,,,,,,,20-Mar-2017,385.45,9000,29-Jun-2017,20-Mar-2017,32.85,10000,29-Jun-2017,20-Mar-2017,0.55,11000,29-Jun-2017,23-Mar-2017,122.5,9000,30-Mar-2017,23-Mar-2017,0.4,10000,30-Mar-2017,,,,
21-Mar-2017,685.7,9000,28-Dec-2017,21-Mar-2017,194.5,10000,28-Dec-2017,21-Mar-2017,32,11000,28-Dec-2017,,,,,,,,,,,,,21-Mar-2017,369.15,9000,29-Jun-2017,21-Mar-2017,28,10000,29-Jun-2017,21-Mar-2017,3,11000,29-Jun-2017,24-Mar-2017,129.95,9000,30-Mar-2017,24-Mar-2017,0.5,10000,30-Mar-2017,,,,
22-Mar-2017,619.6,9000,28-Dec-2017,22-Mar-2017,167.1,10000,28-Dec-2017,22-Mar-2017,26,11000,28-Dec-2017,,,,,,,,,,,,,22-Mar-2017,311.85,9000,29-Jun-2017,22-Mar-2017,18.4,10000,29-Jun-2017,22-Mar-2017,0.35,11000,29-Jun-2017,27-Mar-2017,85.55,9000,30-Mar-2017,27-Mar-2017,0.35,10000,30-Mar-2017,,,,
23-Mar-2017,653.3,9000,28-Dec-2017,23-Mar-2017,174.85,10000,28-Dec-2017,23-Mar-2017,28.7,11000,28-Dec-2017,,,,,,,,,,,,,23-Mar-2017,338.6,9000,29-Jun-2017,23-Mar-2017,20,10000,29-Jun-2017,23-Mar-2017,0.45,11000,29-Jun-2017,28-Mar-2017,112.1,9000,30-Mar-2017,28-Mar-2017,0.25,10000,30-Mar-2017,,,,
24-Mar-2017,669.05,9000,28-Dec-2017,24-Mar-2017,188.55,10000,28-Dec-2017,24-Mar-2017,32.95,11000,28-Dec-2017,,,,,,,,,,,,,24-Mar-2017,358.3,9000,29-Jun-2017,24-Mar-2017,18.15,10000,29-Jun-2017,24-Mar-2017,0.4,11000,29-Jun-2017,,,,,,,,,,,,
27-Mar-2017,632.45,9000,28-Dec-2017,27-Mar-2017,172,10000,28-Dec-2017,27-Mar-2017,29,11000,28-Dec-2017,,,,,,,,,,,,,27-Mar-2017,323.3,9000,29-Jun-2017,27-Mar-2017,19.25,10000,29-Jun-2017,27-Mar-2017,0.25,11000,29-Jun-2017,,,,,,,,,,,,
28-Mar-2017,661.65,9000,28-Dec-2017,28-Mar-2017,180.3,10000,28-Dec-2017,28-Mar-2017,31.35,11000,28-Dec-2017,,,,,,,,,,,,,28-Mar-2017,345,9000,29-Jun-2017,28-Mar-2017,19.65,10000,29-Jun-2017,28-Mar-2017,0.3,11000,29-Jun-2017,,,,,,,,,,,,
