Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-March-2013,305.05,307.00,302.00,305.20,305.203844448300460793,259335,2092,79150039.00,137629,53.07,5.00,0.15
21-March-2013,307.80,308.00,304.60,304.95,305.649301601704157941,332833,2103,101730174.00,149814,45.01,3.40,-2.85
20-March-2013,305.10,308.00,304.00,307.40,306.885064519697385064,415842,6117,127615699.00,211510,50.86,4.00,2.30
19-March-2013,306.20,307.00,303.50,305.45,305.470967043801324981,415855,3139,127031629.00,190057,45.70,3.50,-0.75
18-March-2013,301.60,305.45,300.95,304.10,302.954180881115413758,286387,1999,86762139.00,188979,65.99,4.50,2.50
15-March-2013,301.00,303.00,301.00,302.10,301.983289864467594337,331655,1983,100154268.00,190478,57.43,2.00,1.10
14-March-2013,301.40,303.70,300.00,302.25,302.137802689466945770,361633,2917,109263000.00,150697,41.67,3.70,0.85
13-March-2013,299.40,302.45,298.10,301.50,301.289514397469108299,446641,3259,134568250.00,225744,50.54,4.35,2.10
12-March-2013,297.40,300.35,295.00,298.85,298.445413534964260091,266229,3337,79454824.00,127665,47.95,5.35,1.45
11-March-2013,298.75,299.40,296.00,297.10,297.908750067565243455,203507,1461,60626516.00,106756,52.46,3.40,-1.65
8-March-2013,293.50,298.90,292.70,297.80,296.416443098543928379,272102,2914,80655507.00,122343,44.96,6.20,4.30
7-March-2013,286.00,294.80,285.35,291.75,289.183296192837638492,446054,4383,128991366.00,204574,45.86,9.45,5.75
6-March-2013,294.90,294.90,286.55,287.55,289.085260386255219292,272307,3079,78719940.00,106722,39.19,8.35,-7.35
5-March-2013,293.50,297.55,290.05,292.15,292.891238834339514866,203078,3049,59479767.00,72916,35.91,7.50,-1.35
4-March-2013,291.25,294.30,285.20,292.90,289.092991164809091192,320310,3430,92599376.00,138685,43.30,9.10,1.65
1-March-2013,295.00,297.70,289.10,290.90,291.895657591427325400,321020,3844,93704344.00,106222,33.09,8.60,-4.10
