Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
3-September-2012,2117.00,2117.00,2083.05,2098.05,2095.442946990116801437,1113,173,2332228.00,588,52.83,33.95,-18.95
31-August-2012,2076.05,2150.00,2076.00,2117.45,2117.478239845261121856,2068,431,4378945.00,1036,50.10,74.00,41.40
30-August-2012,2166.00,2166.00,2070.00,2092.35,2085.508021390374331550,1870,207,3899900.00,979,52.35,96.00,-73.65
29-August-2012,2274.00,2274.00,2080.00,2096.00,2094.162330905306971904,961,112,2012490.00,619,64.41,194.00,-178.00
28-August-2012,2090.00,2096.80,2075.00,2080.95,2083.562901744719926538,1089,162,2269000.00,804,73.83,21.80,-9.05
27-August-2012,2114.00,2114.00,2082.00,2088.95,2089.878810975609756097,1312,187,2741921.00,861,65.62,32.00,-25.05
24-August-2012,2105.00,2109.00,2082.00,2096.70,2092.674226804123711340,1455,169,3044841.00,978,67.22,27.00,-8.30
23-August-2012,2098.85,2120.00,2080.00,2105.45,2101.448164582492940701,2479,278,5209490.00,1685,67.97,40.00,6.60
22-August-2012,2099.75,2110.00,2080.00,2089.10,2093.432432432432432432,1295,125,2710995.00,979,75.60,30.00,-10.65
21-August-2012,2100.00,2100.00,2074.00,2086.15,2083.942253958398013039,3221,244,6712378.00,2434,75.57,26.00,-13.85
17-August-2012,2090.40,2102.95,2080.65,2090.60,2090.216393442622950819,915,141,1912548.00,517,56.50,22.30,0.20
16-August-2012,2119.95,2119.95,2088.00,2097.95,2098.093851132686084142,1236,162,2593244.00,758,61.33,31.95,-22.00
14-August-2012,2108.00,2133.00,2092.05,2100.40,2100.659147095179233621,3236,136,6797733.00,2939,90.82,40.95,-7.60
13-August-2012,2121.25,2128.80,2080.35,2100.05,2099.692355053873781426,77960,506,163692016.00,76374,97.97,48.45,-21.20
10-August-2012,2098.00,2115.00,2090.00,2104.80,2102.813025210084033613,476,147,1000939.00,328,68.91,25.00,6.80
9-August-2012,2087.00,2115.00,2087.00,2107.25,2104.893823379275140377,15672,175,32987896.00,15369,98.07,28.00,20.25
8-August-2012,2100.00,2114.25,2079.00,2084.75,2085.386298269602527229,21209,189,44228958.00,20590,97.08,35.25,-15.25
7-August-2012,2099.30,2115.00,2082.00,2106.70,2087.758213746223564954,21184,144,44227070.00,20762,98.01,33.00,7.40
6-August-2012,2129.85,2138.45,2077.10,2083.80,2112.658402203856749311,1089,239,2300685.00,564,51.79,61.35,-46.05
3-August-2012,2105.05,2122.65,2095.00,2102.45,2105.884297520661157024,484,80,1019248.00,328,67.77,27.65,-2.60
