Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-May-2015,130.50,133.10,125.00,125.45,128.288338586741800501,1040277,7696,133455408.00,174992,16.82,8.10,-5.05
11-May-2015,133.60,134.05,129.40,130.25,131.517814969711932924,801966,5577,105472816.00,172373,21.49,4.65,-3.35
8-May-2015,130.20,136.20,129.50,133.00,132.740640276241275691,790034,10529,104869619.00,128955,16.32,6.70,2.80
7-May-2015,130.50,131.00,127.00,128.90,129.026109851108634865,863314,11094,111390047.00,99318,11.50,4.00,-1.60
6-May-2015,138.00,138.70,130.65,131.90,133.369811398150020070,1023903,14038,136557750.00,204347,19.96,8.05,-6.10
5-May-2015,140.75,141.45,136.30,139.30,139.082986898081374913,990084,12758,137703840.00,167777,16.95,5.15,-1.45
4-May-2015,137.70,140.40,137.15,138.30,138.748195967783997321,594363,8039,82466794.00,119221,20.06,3.25,0.60
30-April-2015,134.00,138.00,129.80,136.30,133.192392958004606046,905766,11575,120641141.00,193831,21.40,8.20,2.30
29-April-2015,128.20,134.90,128.10,133.65,132.284977829846839680,1130123,13636,149498296.00,230963,20.44,6.80,5.45
28-April-2015,124.25,129.05,123.95,128.05,126.696253910752511114,850220,9531,107719689.00,147313,17.33,5.10,3.80
27-April-2015,132.00,132.10,122.45,124.15,126.687220973258013361,1256152,16342,159138406.00,149701,11.92,9.65,-7.85
24-April-2015,136.70,136.90,130.20,131.25,132.548640548254050620,1117730,13452,148153592.00,125777,11.25,6.70,-5.45
23-April-2015,138.25,139.85,135.10,136.45,137.470137734886369040,778089,9976,106964002.00,113511,14.59,4.75,-1.80
22-April-2015,139.50,140.45,133.65,137.10,137.327636742523833172,1026930,17529,141025870.00,157685,15.35,6.80,-2.40
21-April-2015,146.90,147.35,138.50,139.25,142.060663159913238281,870891,14117,123719353.00,177126,20.34,8.85,-7.65
20-April-2015,148.00,149.35,143.55,146.30,146.278681374162398105,625894,10353,91554949.00,68728,10.98,5.80,-1.70
17-April-2015,149.30,151.70,146.60,147.25,148.840306718004682257,763307,9723,113610848.00,91937,12.04,5.10,-2.05
16-April-2015,155.40,155.40,149.00,150.15,151.018931028781253632,610849,9294,92249763.00,104299,17.07,6.40,-5.25
15-April-2015,158.00,158.25,152.55,153.70,155.465864776122108073,662102,8654,102934260.00,131757,19.90,5.70,-4.30
13-April-2015,160.30,161.10,156.25,157.05,158.594555144681394091,697429,8563,110608442.00,92555,13.27,4.85,-3.25
10-April-2015,160.00,162.00,158.00,158.60,159.905405215083462304,639031,8999,102184511.00,58678,9.18,4.00,-1.40
9-April-2015,162.90,163.40,157.30,159.35,160.131578256728196752,647759,9015,103726671.00,87396,13.49,6.10,-3.55
8-April-2015,163.00,165.60,157.80,162.05,162.304417554153490854,1523309,21631,247239780.00,115490,7.58,7.80,-0.95
7-April-2015,168.20,168.60,161.25,162.30,163.695286144890426068,868546,12413,142176886.00,106682,12.28,7.35,-5.90
6-April-2015,160.00,169.15,156.40,167.30,163.244512455925325550,1112884,15479,181672206.00,108006,9.71,12.75,7.30
1-April-2015,156.20,160.70,156.15,159.60,158.497423428188491569,389471,5072,61730150.00,22325,5.73,4.55,3.40
31-March-2015,161.00,161.00,156.25,158.25,158.350421498746214491,476158,6384,75399820.00,36274,7.62,4.75,-2.75
30-March-2015,155.00,160.30,153.20,159.50,156.858073968466056143,558319,7502,87576843.00,46677,8.36,7.10,4.50
27-March-2015,157.55,158.70,151.30,154.85,153.922859082605972175,799809,10458,123108888.00,51362,6.42,7.40,-2.70
26-March-2015,162.80,163.70,157.00,159.10,160.855974090368889553,508228,6540,81751510.00,108189,21.29,6.70,-3.70
25-March-2015,160.00,165.00,159.05,164.55,162.468255609843360427,715528,10131,116250586.00,93229,13.03,5.95,4.55
24-March-2015,159.00,162.00,157.80,160.05,159.645003004527678608,622394,7669,99362092.00,39158,6.29,4.20,1.05
23-March-2015,160.25,161.30,156.10,159.50,158.374441263867456210,513883,6475,81385933.00,68349,13.30,5.20,-0.75
20-March-2015,164.00,164.70,158.60,160.05,161.340218986472320902,863341,9940,139291626.00,67474,7.82,6.10,-3.95
19-March-2015,165.50,167.00,163.10,164.10,164.727149519880665294,571837,8320,94197079.00,66148,11.57,3.90,-1.40
18-March-2015,165.00,165.75,162.90,164.55,164.383587575198751038,777606,9534,127825664.00,67155,8.64,2.85,-0.45
17-March-2015,165.00,166.90,162.65,164.65,164.632179853510886559,1298390,16118,213756776.00,146552,11.29,4.25,-0.35
16-March-2015,162.10,165.20,158.85,164.25,162.369918163779528790,2558647,29520,415447304.00,367318,14.36,6.35,2.15
13-March-2015,151.70,162.60,145.15,157.50,157.991979402860196462,3994341,57877,631073841.00,350482,8.77,17.45,5.80
12-March-2015,145.45,149.50,145.05,148.95,147.622088119428035989,705429,8996,104136902.00,92519,13.12,4.45,3.50
11-March-2015,145.00,146.00,139.20,144.50,143.190858325635302690,1394296,16891,199650441.00,156800,11.25,6.80,-0.50
10-March-2015,151.40,151.70,143.60,144.60,147.225618156945411350,1027045,11281,151207335.00,206116,20.07,8.10,-6.80
9-March-2015,154.45,156.30,148.85,150.85,153.222821368966073226,936517,10797,143495777.00,101212,10.81,7.45,-3.60
5-March-2015,155.00,155.65,151.80,153.60,153.372233397426416210,676100,7432,103694967.00,63190,9.35,3.85,-1.40
4-March-2015,155.05,158.00,151.90,154.15,154.744268443343276031,1470761,12258,227591835.00,375092,25.50,6.10,-0.90
3-March-2015,155.40,156.80,150.50,151.20,152.762172083650401042,829213,8905,126672379.00,104263,12.57,6.30,-4.20
2-March-2015,157.00,160.00,153.50,154.55,156.195324966892518993,1090388,11803,170313508.00,86949,7.97,6.50,-2.45
28-February-2015,157.30,163.25,152.80,155.40,157.553342036831406383,2818790,31851,444109785.00,152224,5.40,10.45,-1.90
27-February-2015,148.00,156.55,147.10,155.75,152.560439729247709466,1952929,21540,297939707.00,159999,8.19,9.45,7.75
26-February-2015,148.00,151.30,146.80,150.30,149.196209629142983169,856961,9313,127855333.00,97200,11.34,4.50,2.30
25-February-2015,148.00,150.65,146.75,147.65,148.554349608647036898,871975,10433,129535679.00,59424,6.81,3.90,-0.35
24-February-2015,147.50,148.50,145.20,146.70,146.698117400419287211,715500,8670,104962503.00,64325,8.99,3.30,-0.80
23-February-2015,152.00,152.10,145.50,146.35,148.149470302477850528,899570,10163,133270819.00,130928,14.55,6.60,-5.65
20-February-2015,152.00,154.50,150.00,151.30,152.232055938795015566,1105923,12830,168356932.00,105329,9.52,4.50,-0.70
19-February-2015,151.00,152.60,146.70,150.20,150.047394118764244112,1263680,14612,189611891.00,97451,7.71,5.90,-0.80
18-February-2015,156.00,157.20,148.35,149.65,152.706275762785591482,1158648,15876,176932821.00,212422,18.33,8.85,-6.35
16-February-2015,157.05,158.05,154.50,155.65,156.337355801588064661,1102474,17825,172357870.00,267248,24.24,3.55,-1.40
13-February-2015,160.00,164.40,153.75,155.15,160.105066856759415683,1099814,16127,176085794.00,139503,12.68,10.65,-4.85
12-February-2015,159.00,160.80,155.80,158.90,158.384218949410961978,882286,12923,139740179.00,79081,8.96,5.00,-0.10
11-February-2015,157.10,160.55,156.20,158.70,158.381562863487363857,1891400,26851,299562888.00,79051,4.18,4.35,1.60
10-February-2015,152.00,161.00,148.00,157.95,153.466544348279061168,2077093,26699,318764285.00,77621,3.74,13.00,5.95
9-February-2015,160.00,162.40,154.35,157.30,157.851223243241297642,1389135,19396,219276659.00,51579,3.71,8.05,-2.70
6-February-2015,169.50,171.65,160.10,163.85,166.465374136672869716,1120954,17534,186600027.00,99843,8.91,11.55,-5.65
5-February-2015,173.00,174.40,168.00,169.35,170.871486388391604696,794873,13297,135821131.00,53269,6.70,6.40,-3.65
4-February-2015,170.50,179.00,165.35,173.15,173.668116791519026344,1661696,27210,288583615.00,144778,8.71,13.65,2.65
3-February-2015,173.30,174.00,167.60,169.85,170.787471831656457295,1008224,14149,172192028.00,181918,18.04,6.40,-3.45
2-February-2015,170.05,174.00,168.45,172.50,172.072786288947547899,791770,12040,136242070.00,63285,7.99,5.55,2.45
30-January-2015,167.15,175.20,165.90,169.80,171.006081077254993006,1765970,22857,301991609.00,110815,6.28,9.30,2.65
29-January-2015,162.50,168.30,161.45,166.15,165.893660768918118375,1129301,16203,187343877.00,104030,9.21,6.85,3.65
28-January-2015,156.55,163.80,154.20,162.95,160.133839186934605437,1405545,20539,225075317.00,149342,10.63,9.60,6.40
27-January-2015,156.70,159.05,153.75,158.10,156.713607501750452063,916906,15047,143691647.00,114364,12.47,5.30,1.40
23-January-2015,150.25,157.10,148.70,156.25,153.678470211559967523,1697202,24052,260823407.00,198326,11.69,8.40,6.00
22-January-2015,144.20,149.65,143.40,148.55,147.313161133312130975,1012466,16665,149149567.00,129644,12.80,6.25,4.35
21-January-2015,146.10,146.60,142.05,143.80,143.854589103606999722,604824,10895,87006708.00,51198,8.46,4.55,-2.30
20-January-2015,145.50,147.65,143.40,145.65,145.648036340038935756,577875,8855,84166359.00,44243,7.66,4.25,0.15
19-January-2015,147.30,148.55,143.55,145.25,145.893750063903036818,684631,8930,99883384.00,56647,8.27,5.00,-2.05
16-January-2015,147.20,151.30,143.05,146.10,147.082229981594982604,1738113,23599,255645536.00,113961,6.56,8.25,-1.10
15-January-2015,138.50,149.50,136.60,147.20,144.748534134697429453,2595907,33898,375753733.00,371618,14.32,12.90,8.70
14-January-2015,132.05,134.90,132.05,133.35,133.591959962147758363,505122,7357,67480238.00,57670,11.42,2.85,1.30
13-January-2015,137.15,137.50,132.60,133.25,133.909651782519444810,796485,11809,106657029.00,144130,18.10,4.90,-3.90
12-January-2015,137.00,138.40,135.70,136.70,136.968631719565593845,404230,8054,55366830.00,43853,10.85,2.70,-0.30
9-January-2015,143.50,144.35,135.65,137.85,139.174956769618333705,944359,12984,131431123.00,166479,17.63,8.70,-5.65
8-January-2015,136.00,143.60,135.40,142.50,140.153644671425839760,1004096,13559,140727714.00,146271,14.57,8.20,6.50
7-January-2015,133.50,137.10,131.60,134.45,134.152899583609243650,890990,11168,119528892.00,76529,8.59,5.50,0.95
6-January-2015,134.80,135.50,132.25,133.50,133.874219734535359375,645133,9161,86366677.00,69003,10.70,3.25,-1.30
5-January-2015,138.00,138.00,134.90,135.85,136.005780022172624134,819028,11035,111392542.00,106010,12.94,3.10,-2.15
2-January-2015,137.10,140.65,137.10,139.20,139.323162309999380482,823221,9033,114693753.00,96016,11.66,3.55,2.10
1-January-2015,137.30,138.10,136.05,137.35,137.193116026350411072,421094,6404,57771198.00,40132,9.53,2.05,0.05
31-December-2014,135.10,138.25,135.10,137.15,136.722793841655746449,607436,8807,83050347.00,54503,8.97,3.15,2.05
30-December-2014,137.75,138.20,134.30,135.60,136.069016698964999986,1077971,11774,146678454.00,85715,7.95,3.90,-2.15
29-December-2014,137.55,140.40,135.10,135.85,138.441569568873955154,1266335,15436,175313405.00,150340,11.87,5.30,-1.70
